Name,URL,Author,Price,Number of Ratings,Average Rating
"

            The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing
        
","12,920",NOT AVAILABLE
Name,URL,Author,Price,Number of Ratings,Average Rating
"

            Last Week Tonight with John Oliver Presents a Day in the Life of Marlon Bundo
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Last Week Tonight with John Oliver Presents a Day in the Life of Marlon Bundo
        
","4,807",NOT AVAILABLE
"

            12 Rules for Life: An Antidote to Chaos
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            12 Rules for Life: An Antidote to Chaos
        
","1,589",NOT AVAILABLE
"

            Llama Llama Easter Egg
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Llama Llama Easter Egg
        
",215,NOT AVAILABLE
"

            The Don't Laugh Challenge - Easter Edition: Easter Edition - Don't Laugh Challenge: Easter Joke Book for Kids with Knock-Knock Jokes and Riddles Included
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Don't Laugh Challenge - Easter Edition: Easter Edition - Don't Laugh Challenge: Easter Joke Book for Kids with Knock-Knock Jokes and Riddles Included
        
",11,NOT AVAILABLE
"

            Easter Eggstravaganza Mad Libs
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Easter Eggstravaganza Mad Libs
        
",135,NOT AVAILABLE
"

            God Gave Us Easter
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            God Gave Us Easter
        
",254,NOT AVAILABLE
"

            Secret Empires: How the American Political Class Hides Corruption and Enriches Family and Friends
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Secret Empires: How the American Political Class Hides Corruption and Enriches Family and Friends
        
",32,NOT AVAILABLE
"

            A Higher Loyalty: Truth, Lies, and Leadership
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            A Higher Loyalty: Truth, Lies, and Leadership
        
",NOT AVAILABLE,NOT AVAILABLE
"

            Little Blue Truck's Springtime
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Little Blue Truck's Springtime
        
",73,NOT AVAILABLE
"

            Pete the Cat: Big Easter Adventure
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Pete the Cat: Big Easter Adventure
        
",213,NOT AVAILABLE
"

            Marlon Bundo's Day in the Life of the Vice President
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Marlon Bundo's Day in the Life of the Vice President
        
",257,NOT AVAILABLE
"

            Ready Player One: A Novel
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Ready Player One: A Novel
        
","16,420",NOT AVAILABLE
"

            The Berenstain Bears and the Easter Story: Stickers Included! (Berenstain Bears/Living Lights)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Berenstain Bears and the Easter Story: Stickers Included! (Berenstain Bears/Living Lights)
        
",344,NOT AVAILABLE
"

            Player's Handbook (Dungeons & Dragons)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Player's Handbook (Dungeons & Dragons)
        
","2,506",NOT AVAILABLE
"

            The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
        
","3,273",NOT AVAILABLE
"

            Happy Easter, Little Critter (Little Critter) (Look-Look)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Happy Easter, Little Critter (Little Critter) (Look-Look)
        
",105,NOT AVAILABLE
"

            Food: What the Heck Should I Eat?
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Food: What the Heck Should I Eat?
        
",180,NOT AVAILABLE
"

            A Wrinkle in Time (Time Quintet)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            A Wrinkle in Time (Time Quintet)
        
","3,004",NOT AVAILABLE
"

            Try Not to Laugh Challenge, Easter Joke Book for Kids: Easter Basket Stuffer for Boys, Girls, Teens & Adults, Fun Easter Activity Book with Cute ... Easter Activities for the Whole Family!
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Try Not to Laugh Challenge, Easter Joke Book for Kids: Easter Basket Stuffer for Boys, Girls, Teens & Adults, Fun Easter Activity Book with Cute ... Easter Activities for the Whole Family!
        
",NOT AVAILABLE,NOT AVAILABLE
"

            Count on the Easter Pups! (PAW Patrol)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Count on the Easter Pups! (PAW Patrol)
        
",4,NOT AVAILABLE
"

            Little Fires Everywhere
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Little Fires Everywhere
        
","2,082",NOT AVAILABLE
"

            Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump
        
",160,NOT AVAILABLE
"

            Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4)
        
",347,NOT AVAILABLE
"

            It's Not Easy Being a Bunny (Beginner Books(R))
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            It's Not Easy Being a Bunny (Beginner Books(R))
        
",229,NOT AVAILABLE
"

            First 100 Words
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            First 100 Words
        
","7,812",NOT AVAILABLE
"

            The Great Easter Race! (Sesame Street Scribbles)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Great Easter Race! (Sesame Street Scribbles)
        
",9,NOT AVAILABLE
"

            Pinkalicious: Eggstraordinary Easter
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Pinkalicious: Eggstraordinary Easter
        
",93,NOT AVAILABLE
"

            The 5 Love Languages: The Secret to Love that Lasts
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The 5 Love Languages: The Secret to Love that Lasts
        
","12,710",NOT AVAILABLE
"

            Peppa's Easter Egg Hunt (Peppa Pig)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Peppa's Easter Egg Hunt (Peppa Pig)
        
",186,NOT AVAILABLE
"

            You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life
        
","3,354",NOT AVAILABLE
"

            Giraffes Can't Dance
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Giraffes Can't Dance
        
","3,825",NOT AVAILABLE
"

            The Tale of Peter Rabbit Story Board Book
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Tale of Peter Rabbit Story Board Book
        
",934,NOT AVAILABLE
"

            Emoji Easter Coloring Book: of Easter Egg Coloring, Cute Animals, Easter Emojis & Funny Bunny Jokes! Easter Bunny Coloring Activity Book, Easter Basket Stuffer for Boys, Girls, Teens & Adults!
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Emoji Easter Coloring Book: of Easter Egg Coloring, Cute Animals, Easter Emojis & Funny Bunny Jokes! Easter Bunny Coloring Activity Book, Easter Basket Stuffer for Boys, Girls, Teens & Adults!
        
",NOT AVAILABLE,NOT AVAILABLE
"

            Goodnight Moon
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Goodnight Moon
        
","3,183",NOT AVAILABLE
"

            Fancy Nancy and the Missing Easter Bunny
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Fancy Nancy and the Missing Easter Bunny
        
",17,NOT AVAILABLE
"

            The Wonderful Things You Will Be
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Wonderful Things You Will Be
        
","1,446",NOT AVAILABLE
"

            Dear Zoo: A Lift-the-Flap Book
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Dear Zoo: A Lift-the-Flap Book
        
","2,567",NOT AVAILABLE
"

            The Very Hungry Caterpillar
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Very Hungry Caterpillar
        
","3,424",NOT AVAILABLE
"

            Wonder
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Wonder
        
","12,600",NOT AVAILABLE
"

            Genius Foods: Become Smarter, Happier, and More Productive While Protecting Your Brain for Life
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Genius Foods: Become Smarter, Happier, and More Productive While Protecting Your Brain for Life
        
",51,NOT AVAILABLE
"

            Milk and Honey
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Milk and Honey
        
","5,365",NOT AVAILABLE
"

            Happy Easter, Mouse! (If You Give...)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Happy Easter, Mouse! (If You Give...)
        
",284,NOT AVAILABLE
"

            Bright Baby Touch and Feel Easter
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Bright Baby Touch and Feel Easter
        
",171,NOT AVAILABLE
"

            Girl, Wash Your Face: Stop Believing the Lies About Who You Are so You Can Become Who You Were Meant to Be
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Girl, Wash Your Face: Stop Believing the Lies About Who You Are so You Can Become Who You Were Meant to Be
        
","1,129",NOT AVAILABLE
"

            The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)
        
","6,930",NOT AVAILABLE
"

            Where Are Baby's Easter Eggs?: A Lift-the-Flap Book
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Where Are Baby's Easter Eggs?: A Lift-the-Flap Book
        
",175,NOT AVAILABLE
"

            Simon vs. the Homo Sapiens Agenda
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Simon vs. the Homo Sapiens Agenda
        
",800,NOT AVAILABLE
"

            The Whole30: The 30-Day Guide to Total Health and Food Freedom
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Whole30: The 30-Day Guide to Total Health and Food Freedom
        
","3,198",NOT AVAILABLE
"

            Big Preschool Workbook
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Big Preschool Workbook
        
",706,NOT AVAILABLE
"

            Before We Were Yours: A Novel
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Before We Were Yours: A Novel
        
","5,904",NOT AVAILABLE
"

            The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle
        
",691,NOT AVAILABLE
"

            How to Win Friends & Influence People
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            How to Win Friends & Influence People
        
","8,059",NOT AVAILABLE
"

            The Great Alone: A Novel
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Great Alone: A Novel
        
","1,536",NOT AVAILABLE
"

            A Brief History of Time
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            A Brief History of Time
        
","2,128",NOT AVAILABLE
"

            I've Loved You Since Forever
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            I've Loved You Since Forever
        
",68,NOT AVAILABLE
"

            The Pout-Pout Fish
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Pout-Pout Fish
        
","2,286",NOT AVAILABLE
"

            Children of Blood and Bone (Legacy of Orisha)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Children of Blood and Bone (Legacy of Orisha)
        
",204,NOT AVAILABLE
"

            The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain
        
","1,252",NOT AVAILABLE
"

            There Was an Old Lady Who Swallowed a Chick!
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            There Was an Old Lady Who Swallowed a Chick!
        
",63,NOT AVAILABLE
"

            Baby Touch and Feel: Animals
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Baby Touch and Feel: Animals
        
","1,621",NOT AVAILABLE
"

            The Sun and Her Flowers
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Sun and Her Flowers
        
",669,NOT AVAILABLE
"

            My First Easter
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            My First Easter
        
",81,NOT AVAILABLE
"

            I've Been Thinking . . .: Reflections, Prayers, and Meditations for a Meaningful Life
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            I've Been Thinking . . .: Reflections, Prayers, and Meditations for a Meaningful Life
        
",162,NOT AVAILABLE
"

            The Official SAT Study Guide, 2018 Edition (Official Study Guide for the New Sat)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Official SAT Study Guide, 2018 Edition (Official Study Guide for the New Sat)
        
",217,NOT AVAILABLE
"

            The Rock, the Road, and the Rabbi: My Journey into the Heart of Scriptural Faith and the Land Where It All Began
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Rock, the Road, and the Rabbi: My Journey into the Heart of Scriptural Faith and the Land Where It All Began
        
",61,NOT AVAILABLE
"

            There's No Place Like Space: All About Our Solar System  (Cat in the Hat's Learning Library)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            There's No Place Like Space: All About Our Solar System  (Cat in the Hat's Learning Library)
        
",663,NOT AVAILABLE
"

            Miracle in Shreveport: A Memoir of Baseball, Fatherhood, and the Stadium that Launched a Dream
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Miracle in Shreveport: A Memoir of Baseball, Fatherhood, and the Stadium that Launched a Dream
        
",NOT AVAILABLE,NOT AVAILABLE
"

            The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals
        
","2,239",NOT AVAILABLE
"

            Astrophysics for People in a Hurry
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Astrophysics for People in a Hurry
        
","2,592",NOT AVAILABLE
"

            Brown Bear, Brown Bear, What Do You See?
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Brown Bear, Brown Bear, What Do You See?
        
","2,680",NOT AVAILABLE
"

            Call Me by Your Name: A Novel
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Call Me by Your Name: A Novel
        
","1,172",NOT AVAILABLE
"

            Beneath a Scarlet Sky: A Novel
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Beneath a Scarlet Sky: A Novel
        
","16,981",NOT AVAILABLE
"

            Principles: Life and Work
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Principles: Life and Work
        
",456,NOT AVAILABLE
"

            Easter Basket Stuffers for Kids: Word Search Easter Gifts for Boys and Girls
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Easter Basket Stuffers for Kids: Word Search Easter Gifts for Boys and Girls
        
",8,NOT AVAILABLE
"

            Dungeon Master's Guide (D&D Core Rulebook)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Dungeon Master's Guide (D&D Core Rulebook)
        
","1,138",NOT AVAILABLE
"

            Potty (Leslie Patricelli board books)
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Potty (Leslie Patricelli board books)
        
","2,974",NOT AVAILABLE
"

            What to Expect When You're Expecting
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            What to Expect When You're Expecting
        
","4,171",NOT AVAILABLE
"

            Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering
        
",159,NOT AVAILABLE
"

            The Keto Diet: The Complete Guide to a High-Fat Diet, with More Than 125 Delectable Recipes and 5 Meal Plans to Shed Weight, Heal Your Body, and Regain Confidence
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Keto Diet: The Complete Guide to a High-Fat Diet, with More Than 125 Delectable Recipes and 5 Meal Plans to Shed Weight, Heal Your Body, and Regain Confidence
        
","1,450",NOT AVAILABLE
"

            The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing
        
",NOT AVAILABLE,NOT AVAILABLE,"$

            The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing
        
","12,920",NOT AVAILABLE
